ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORANDI
2022/2023;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;99;Field unknown;F;3
2022/2023;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;99;Field unknown;M;4
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;F;24
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;M;18
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;04;Business, administration and law;F;36
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;04;Business, administration and law;M;18
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;24
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;17
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;9
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;23
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;F;15
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;M;43
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;14
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;10
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;F;17
2022/2023;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;M;14
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;01;Education;F;25
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;01;Education;M;9
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;F;84
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;M;64
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;F;81
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;M;47
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;F;38
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;M;32
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;293
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;347
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;6
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;32
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;F;111
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;M;280
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;91
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;100
2022/2023;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;09;Health and welfare;F;111
